Date,Channel,Sessions,Transactions,Conversion Rate,AOV,Revenue,CPA,Cost,Month,day,Quarters,Day,Week,Year,BiWeek,Holiday
5/6/2017,Channel D,10662,1441,0.135152879,64.21,92527,16,14804,5,,Q2,5,18,2017,bw9,8 day prior Motherday
5/6/2017,Channel C,14431,1812,0.125563024,58.35,105730,8,8458,5,,Q2,5,18,2017,bw9,8 day prior Motherday
5/6/2017,Channel B,8512,1153,0.135455827,59.79,68938,31,21371,5,,Q2,5,18,2017,bw9,8 day prior Motherday
5/6/2017,Channel A,9830,1994,0.202848423,56.73,113120,5,5656,5,,Q2,5,18,2017,bw9,8 day prior Motherday
5/7/2017,Channel D,13843,2177,0.157263599,63.54,138327,18,24899,5,,Q2,6,18,2017,bw9,7 day prior Motherday
5/7/2017,Channel C,19757,3248,0.164397429,58.93,191405,5,9570,5,,Q2,6,18,2017,bw9,7 day prior Motherday
5/7/2017,Channel B,7674,1508,0.196507688,57.95,87389,24,20973,5,,Q2,6,18,2017,bw9,7 day prior Motherday
5/7/2017,Channel A,12169,2615,0.214890295,58.46,152873,3,4586,5,,Q2,6,18,2017,bw9,7 day prior Motherday
5/8/2017,Channel D,29209,5145,0.176144339,62.32,320636,19,60921,5,,Q2,0,19,2017,bw10,6 day prior Motherday
5/8/2017,Channel C,54115,5510,0.101820198,57.92,319139,7,22340,5,,Q2,0,19,2017,bw10,6 day prior Motherday
5/8/2017,Channel B,12918,2698,0.20885586,59.31,160018,26,41605,5,,Q2,0,19,2017,bw10,6 day prior Motherday
5/8/2017,Channel A,19825,4760,0.240100883,60.19,286504,9,25785,5,,Q2,0,19,2017,bw10,6 day prior Motherday
5/9/2017,Channel A,25883,6095,0.235482749,59.72,363993,3,10920,5,,Q2,1,19,2017,bw10,5 day prior Motherday
5/9/2017,Channel D,38646,7004,0.181234798,62.33,436559,11,48022,5,,Q2,1,19,2017,bw10,5 day prior Motherday
5/9/2017,Channel C,47565,7361,0.154756649,59.25,436139,11,47975,5,,Q2,1,19,2017,bw10,5 day prior Motherday
5/9/2017,Channel B,48144,5522,0.114697574,58.7,324141,17,55104,5,,Q2,1,19,2017,bw10,5 day prior Motherday
5/10/2017,Channel B,25426,4069,0.160033037,60.25,245157,35,85805,5,,Q2,2,19,2017,bw10,4 day prior Motherday
5/10/2017,Channel C,49048,7553,0.153992008,59.42,448799,6,26928,5,,Q2,2,19,2017,bw10,4 day prior Motherday
5/10/2017,Channel A,31835,6933,0.217779174,61.24,424577,4,16983,5,,Q2,2,19,2017,bw10,4 day prior Motherday
5/10/2017,Channel D,43050,8212,0.190754936,63,517356,19,98298,5,,Q2,2,19,2017,bw10,4 day prior Motherday
5/11/2017,Channel D,45621,8824,0.193419697,64.71,571001,20,114200,5,,Q2,3,19,2017,bw10,3 day prior Motherday
5/11/2017,Channel C,45084,6606,0.146526484,60.5,399663,6,23980,5,,Q2,3,19,2017,bw10,3 day prior Motherday
5/11/2017,Channel B,20617,3268,0.158509968,61.61,201341,20,40268,5,,Q2,3,19,2017,bw10,3 day prior Motherday
5/11/2017,Channel A,32405,6843,0.211171116,62.56,428098,9,38529,5,,Q2,3,19,2017,bw10,3 day prior Motherday
5/12/2017,Channel B,10404,1745,0.167723952,64.39,112361,20,22472,5,,Q2,4,19,2017,bw10,2 day prior Motherday
5/12/2017,Channel C,34399,4032,0.11721271,66.4,267725,12,32127,5,,Q2,4,19,2017,bw10,2 day prior Motherday
5/12/2017,Channel A,30672,5875,0.191542775,64.38,378232,9,34041,5,,Q2,4,19,2017,bw10,2 day prior Motherday
5/12/2017,Channel D,49065,7760,0.158157546,68.32,530163,20,106033,5,,Q2,4,19,2017,bw10,2 day prior Motherday
5/13/2017,Channel D,38241,4351,0.113778405,67.82,295085,13,38361,5,,Q2,5,19,2017,bw10,1 day prior Motherday
5/13/2017,Channel C,16390,1403,0.085600976,67.99,95390,8,7631,5,,Q2,5,19,2017,bw10,1 day prior Motherday
5/13/2017,Channel B,5079,647,0.127387281,63.05,40793,16,6527,5,,Q2,5,19,2017,bw10,1 day prior Motherday
5/13/2017,Channel A,19847,3446,0.173628256,63.89,220165,8,17613,5,,Q2,5,19,2017,bw10,1 day prior Motherday
5/14/2017,Channel A,8844,1106,0.125056536,62.97,69645,5,3482,5,,Q2,6,19,2017,bw10,0 day prior Motherday
5/14/2017,Channel D,19382,1356,0.06996182,65.73,89130,11,9804,5,,Q2,6,19,2017,bw10,0 day prior Motherday
5/14/2017,Channel C,6343,211,0.033265017,64.51,13612,11,1497,5,,Q2,6,19,2017,bw10,0 day prior Motherday
5/14/2017,Channel B,2735,246,0.089945155,66.15,16273,21,3417,5,,Q2,6,19,2017,bw10,0 day prior Motherday
