Date,Channel,Sessions,Transactions,Conversion Rate,AOV,Revenue,CPA,Cost,Month,day,Quarters,Day,Week,Year,BiWeek,Holiday
1/11/2016,Channel A,1037,220,0.21223355,47.4,10428,9,939,1,0,Q1,0,2,2016,bw1,na
1/12/2016,Channel C,574,100,0.174350377,47.68,4768,6,286,1,1,Q1,1,2,2016,bw1,na
1/12/2016,Channel D,1560,204,0.130743139,48.99,9994,17,1699,1,1,Q1,1,2,2016,bw1,na
1/12/2016,Channel A,1105,251,0.227055241,42.84,10753,7,753,1,1,Q1,1,2,2016,bw1,na
1/12/2016,Channel B,121,8,0.066115702,49.97,400,26,104,1,1,Q1,1,2,2016,bw1,na
1/13/2016,Channel A,2509,620,0.247130834,44.14,27367,6,1642,1,2,Q1,2,2,2016,bw1,na
1/13/2016,Channel B,151,10,0.066246057,41.48,415,22,91,1,2,Q1,2,2,2016,bw1,na
1/13/2016,Channel C,1301,196,0.150700074,45.94,9004,5,450,1,2,Q1,2,2,2016,bw1,na
1/13/2016,Channel D,3502,485,0.138493151,51.22,24842,14,3478,1,2,Q1,2,2,2016,bw1,na
1/14/2016,Channel B,147,12,0.081761006,37.06,445,18,80,1,3,Q1,3,2,2016,bw1,na
1/14/2016,Channel C,521,100,0.191919192,49.98,4998,9,450,1,3,Q1,3,2,2016,bw1,na
1/14/2016,Channel D,3450,431,0.124912965,49.63,21391,16,3422,1,3,Q1,3,2,2016,bw1,na
1/14/2016,Channel A,2373,543,0.228825551,44.88,24370,4,975,1,3,Q1,3,2,2016,bw1,na
1/15/2016,Channel A,2479,570,0.229965157,44.87,25576,3,767,1,4,Q1,4,2,2016,bw1,na
1/15/2016,Channel C,1309,212,0.162013226,46.3,9816,7,687,1,4,Q1,4,2,2016,bw1,na
1/15/2016,Channel D,3606,475,0.131726159,50.62,24044,19,4568,1,4,Q1,4,2,2016,bw1,na
1/15/2016,Channel B,170,11,0.064788732,43.14,475,28,133,1,4,Q1,4,2,2016,bw1,na
1/16/2016,Channel C,2349,363,0.154521331,35.78,12988,5,649,1,5,Q1,5,2,2016,bw1,na
1/16/2016,Channel D,3665,444,0.121152587,49.28,21880,19,4157,1,5,Q1,5,2,2016,bw1,na
1/16/2016,Channel A,2369,532,0.224564248,44.58,23717,8,1897,1,5,Q1,5,2,2016,bw1,na
1/16/2016,Channel B,170,17,0.099722992,42.96,730,27,197,1,5,Q1,5,2,2016,bw1,na
1/17/2016,Channel D,3192,412,0.12905649,50.05,20621,18,3712,1,6,Q1,6,2,2016,bw1,na
1/17/2016,Channel C,793,148,0.186706949,37.69,5578,10,558,1,6,Q1,6,2,2016,bw1,na
1/17/2016,Channel B,153,9,0.058823529,38.92,350,24,84,1,6,Q1,6,2,2016,bw1,na
1/17/2016,Channel A,2066,468,0.226533457,45.41,21252,3,638,1,6,Q1,6,2,2016,bw1,na
1/18/2016,Channel C,1598,234,0.146458583,32.12,7516,10,752,1,0,Q1,0,3,2016,bw2,na
1/18/2016,Channel D,1748,184,0.105234311,49.42,9093,18,1637,1,0,Q1,0,3,2016,bw2,na
1/18/2016,Channel A,1127,216,0.191634656,42.06,9085,9,818,1,0,Q1,0,3,2016,bw2,na
1/18/2016,Channel B,128,8,0.0625,36.99,296,35,104,1,0,Q1,0,3,2016,bw2,na
1/19/2016,Channel C,1046,172,0.164370983,30.44,5236,5,262,1,1,Q1,1,3,2016,bw2,na
1/19/2016,Channel D,1631,194,0.118928466,50.03,9706,12,1165,1,1,Q1,1,3,2016,bw2,na
1/19/2016,Channel B,133,10,0.075268817,33.81,338,31,105,1,1,Q1,1,3,2016,bw2,na
1/19/2016,Channel A,1110,220,0.198272138,44.7,9834,9,885,1,1,Q1,1,3,2016,bw2,na
1/20/2016,Channel B,178,12,0.067532468,50.22,603,26,157,1,2,Q1,2,3,2016,bw2,na
1/20/2016,Channel A,2232,530,0.237470424,45.05,23876,5,1194,1,2,Q1,2,3,2016,bw2,na
1/20/2016,Channel D,3253,384,0.118046333,50.38,19346,15,2902,1,2,Q1,2,3,2016,bw2,na
1/20/2016,Channel C,1984,263,0.132541798,43.37,11406,5,570,1,2,Q1,2,3,2016,bw2,na
1/21/2016,Channel B,178,21,0.117647059,40.98,861,15,129,1,3,Q1,3,3,2016,bw2,na
1/21/2016,Channel D,4024,549,0.136445028,48.96,26879,20,5376,1,3,Q1,3,3,2016,bw2,na
1/21/2016,Channel C,2382,365,0.153256705,41.49,15144,6,909,1,3,Q1,3,3,2016,bw2,na
1/21/2016,Channel A,2587,611,0.236211699,45.62,27874,9,2509,1,3,Q1,3,3,2016,bw2,na
1/22/2016,Channel B,174,15,0.086350975,39.01,585,16,94,1,4,Q1,4,3,2016,bw2,na
1/22/2016,Channel D,3953,518,0.131052057,48.55,25149,13,3269,1,4,Q1,4,3,2016,bw2,na
1/22/2016,Channel A,2609,611,0.234179544,45.01,27501,3,825,1,4,Q1,4,3,2016,bw2,na
1/22/2016,Channel C,3602,605,0.167976555,39.55,23928,12,2871,1,4,Q1,4,3,2016,bw2,na
1/23/2016,Channel A,2538,551,0.217136372,45.09,24845,10,2484,1,5,Q1,5,3,2016,bw2,na
1/23/2016,Channel D,3983,475,0.119262739,51.17,24306,16,3889,1,5,Q1,5,3,2016,bw2,na
1/23/2016,Channel C,2868,427,0.148886284,47.86,20436,5,1022,1,5,Q1,5,3,2016,bw2,na
1/23/2016,Channel B,171,16,0.09375,38.36,614,23,141,1,5,Q1,5,3,2016,bw2,na
1/24/2016,Channel D,3823,472,0.123478479,53.3,25158,18,4528,1,6,Q1,6,3,2016,bw2,na
1/24/2016,Channel C,1753,291,0.165983046,42.79,12452,11,1370,1,6,Q1,6,3,2016,bw2,na
1/24/2016,Channel A,2189,491,0.224319579,44.23,21717,10,2172,1,6,Q1,6,3,2016,bw2,na
1/24/2016,Channel B,153,11,0.071875,46.08,507,24,122,1,6,Q1,6,3,2016,bw2,na
1/25/2016,Channel C,964,164,0.170159681,45.7,7495,7,525,1,0,Q1,0,4,2016,bw2,na
1/25/2016,Channel B,157,10,0.063694268,53.92,539,35,189,1,0,Q1,0,4,2016,bw2,na
1/25/2016,Channel A,1100,208,0.189165574,44.57,9271,3,278,1,0,Q1,0,4,2016,bw2,na
1/25/2016,Channel D,1883,182,0.096659016,49.78,9060,12,1087,1,0,Q1,0,4,2016,bw2,na
1/26/2016,Channel C,1054,196,0.185876993,45.56,8930,8,714,1,1,Q1,1,4,2016,bw2,na
1/26/2016,Channel D,1989,227,0.11411339,50.82,11536,18,2077,1,1,Q1,1,4,2016,bw2,na
1/26/2016,Channel B,160,11,0.068965517,41.05,452,22,99,1,1,Q1,1,4,2016,bw2,na
1/26/2016,Channel A,1253,284,0.226697353,44.81,12726,8,1018,1,1,Q1,1,4,2016,bw2,na
1/27/2016,Channel B,217,19,0.087719298,63.92,1214,21,255,1,2,Q1,2,4,2016,bw2,na
1/27/2016,Channel D,5050,627,0.124168725,56.26,35275,12,4233,1,2,Q1,2,4,2016,bw2,na
1/27/2016,Channel A,3069,696,0.226775102,50.82,35371,6,2122,1,2,Q1,2,4,2016,bw2,na
1/27/2016,Channel C,3137,506,0.161290323,49.8,25199,5,1260,1,2,Q1,2,4,2016,bw2,na
1/28/2016,Channel D,5325,688,0.129192211,66,45408,20,9082,1,3,Q1,3,4,2016,bw2,na
1/28/2016,Channel A,3673,755,0.205567172,64.21,48479,4,1939,1,3,Q1,3,4,2016,bw2,na
1/28/2016,Channel B,409,33,0.080701754,59.65,1968,15,295,1,3,Q1,3,4,2016,bw2,na
1/28/2016,Channel C,3962,713,0.179968512,63.75,45454,8,3636,1,3,Q1,3,4,2016,bw2,na
1/29/2016,Channel A,3594,768,0.213712911,63.92,49091,3,1473,1,4,Q1,4,4,2016,bw2,na
1/29/2016,Channel C,3526,490,0.138968286,62.44,30596,11,3366,1,4,Q1,4,4,2016,bw2,na
1/29/2016,Channel B,307,25,0.081538462,58.73,1468,31,455,1,4,Q1,4,4,2016,bw2,na
1/29/2016,Channel D,5559,680,0.122334456,68.11,46315,12,5558,1,4,Q1,4,4,2016,bw2,na
1/30/2016,Channel B,304,26,0.085578447,63.25,1644,31,510,1,5,Q1,5,4,2016,bw2,na
1/30/2016,Channel D,5696,692,0.121490599,69.35,47990,14,6719,1,5,Q1,5,4,2016,bw2,na
1/30/2016,Channel A,3654,788,0.215637319,65,51220,10,5122,1,5,Q1,5,4,2016,bw2,na
1/30/2016,Channel C,3882,589,0.151743755,62.04,36542,7,2558,1,5,Q1,5,4,2016,bw2,na
2/15/2016,Channel D,18664,1603,0.085894375,102.47,164273,12,19713,2,,Q1,0,7,2016,bw4,na
2/15/2016,Channel C,9636,1296,0.134494989,101.84,131984,5,6599,2,,Q1,0,7,2016,bw4,na
2/15/2016,Channel B,2320,207,0.089375131,83.67,17349,17,2949,2,,Q1,0,7,2016,bw4,na
2/15/2016,Channel A,8336,1278,0.153275388,94.41,120628,8,9650,2,,Q1,0,7,2016,bw4,na
2/16/2016,Channel A,5337,715,0.134001061,89.82,64236,3,1927,2,,Q1,1,7,2016,bw4,na
2/16/2016,Channel B,1058,86,0.081202064,75.95,6525,35,2284,2,,Q1,1,7,2016,bw4,na
2/16/2016,Channel C,4227,328,0.077558222,98.64,32338,5,1617,2,,Q1,1,7,2016,bw4,na
2/16/2016,Channel D,14286,911,0.063768892,96.07,87520,11,9627,2,,Q1,1,7,2016,bw4,na
2/17/2016,Channel D,8158,705,0.086431159,82.07,57868,16,9259,2,,Q1,2,7,2016,bw4,na
2/17/2016,Channel C,2796,302,0.107988149,83.21,25124,12,3015,2,,Q1,2,7,2016,bw4,na
2/17/2016,Channel B,744,84,0.112265536,70.23,5866,25,1466,2,,Q1,2,7,2016,bw4,na
2/17/2016,Channel A,3648,635,0.173953928,77.03,48882,6,2933,2,,Q1,2,7,2016,bw4,na
2/18/2016,Channel B,556,27,0.049208439,74.05,2026,29,588,2,,Q1,3,7,2016,bw4,na
2/18/2016,Channel A,3940,585,0.148507782,77.49,45341,9,4081,2,,Q1,3,7,2016,bw4,na
2/18/2016,Channel D,7902,635,0.080360558,82.15,52166,14,7303,2,,Q1,3,7,2016,bw4,na
2/18/2016,Channel C,1243,94,0.075688473,82.95,7804,5,390,2,,Q1,3,7,2016,bw4,na
2/19/2016,Channel D,7169,749,0.104520649,81.71,61226,13,7959,2,,Q1,4,7,2016,bw4,na
2/19/2016,Channel C,2887,223,0.07714708,74.68,16633,6,998,2,,Q1,4,7,2016,bw4,na
2/19/2016,Channel B,470,40,0.08579012,79.04,3187,15,478,2,,Q1,4,7,2016,bw4,na
2/19/2016,Channel A,3662,730,0.199372695,79.76,58233,10,5823,2,,Q1,4,7,2016,bw4,na
2/20/2016,Channel A,3526,684,0.19412511,79.73,54574,6,3274,2,,Q1,5,7,2016,bw4,na
2/20/2016,Channel D,6676,747,0.111949105,82.96,62002,18,11160,2,,Q1,5,7,2016,bw4,na
2/20/2016,Channel C,2547,324,0.127015046,79.89,25845,9,2326,2,,Q1,5,7,2016,bw4,na
2/20/2016,Channel B,471,28,0.060122063,81.01,2294,35,803,2,,Q1,5,7,2016,bw4,na
2/21/2016,Channel A,2929,594,0.202708257,78.5,46608,10,4661,2,,Q1,6,7,2016,bw4,na
2/21/2016,Channel B,384,28,0.073745283,67.13,1901,27,513,2,,Q1,6,7,2016,bw4,na
2/21/2016,Channel D,5739,641,0.111656765,83.19,53308,14,7463,2,,Q1,6,7,2016,bw4,na
2/21/2016,Channel C,1132,167,0.147134429,84.47,14069,5,703,2,,Q1,6,7,2016,bw4,na
2/22/2016,Channel D,3321,296,0.089033471,80.79,23888,20,4778,2,,Q1,0,8,2016,bw4,na
2/22/2016,Channel C,1697,172,0.101540239,78.27,13487,7,944,2,,Q1,0,8,2016,bw4,na
2/22/2016,Channel B,262,12,0.045801527,74.25,891,21,187,2,,Q1,0,8,2016,bw4,na
2/22/2016,Channel A,1668,304,0.182448184,78.87,24002,4,960,2,,Q1,0,8,2016,bw4,na
2/23/2016,Channel B,264,17,0.06364552,76.12,1279,17,217,2,,Q1,1,8,2016,bw4,na
2/23/2016,Channel D,3186,323,0.10139839,78.16,25250,12,3030,2,,Q1,1,8,2016,bw4,na
2/23/2016,Channel C,753,113,0.150440324,74.69,8461,5,423,2,,Q1,1,8,2016,bw4,na
2/23/2016,Channel A,1897,370,0.194843706,72.61,26838,8,2147,2,,Q1,1,8,2016,bw4,na
2/24/2016,Channel A,3725,793,0.213000549,76.83,60959,9,5486,2,,Q1,2,8,2016,bw4,na
2/24/2016,Channel B,398,28,0.071142367,81.23,2300,27,621,2,,Q1,2,8,2016,bw4,na
2/24/2016,Channel D,6354,765,0.120347769,80.09,61244,19,11636,2,,Q1,2,8,2016,bw4,na
2/24/2016,Channel C,3828,382,0.099815908,67.58,25822,8,2066,2,,Q1,2,8,2016,bw4,na
2/25/2016,Channel B,408,32,0.077633008,76.75,2431,32,778,2,,Q1,3,8,2016,bw4,na
2/25/2016,Channel D,6239,749,0.120016058,80.75,60464,11,6651,2,,Q1,3,8,2016,bw4,na
2/25/2016,Channel C,1468,202,0.137329624,71.88,14491,12,1739,2,,Q1,3,8,2016,bw4,na
2/25/2016,Channel A,3669,793,0.216003864,75.65,59954,7,4197,2,,Q1,3,8,2016,bw4,na
2/26/2016,Channel C,3319,269,0.080982269,72.55,19500,6,1170,2,,Q1,4,8,2016,bw4,na
2/26/2016,Channel D,6411,754,0.117546062,80.69,60807,17,10337,2,,Q1,4,8,2016,bw4,na
2/26/2016,Channel A,3644,803,0.220376169,77.03,61859,9,5567,2,,Q1,4,8,2016,bw4,na
2/26/2016,Channel B,431,31,0.07126262,74.07,2275,31,705,2,,Q1,4,8,2016,bw4,na
2/27/2016,Channel D,6553,788,0.120202837,83.91,66095,11,7270,2,,Q1,5,8,2016,bw4,na
2/27/2016,Channel C,3519,375,0.10666817,78.02,29286,10,2929,2,,Q1,5,8,2016,bw4,na
2/27/2016,Channel B,391,28,0.071207021,82.25,2290,32,733,2,,Q1,5,8,2016,bw4,na
2/27/2016,Channel A,3277,671,0.204762395,78.5,52674,10,5267,2,,Q1,5,8,2016,bw4,na
2/28/2016,Channel D,5823,712,0.122323355,83.49,59469,19,11299,2,,Q1,6,8,2016,bw4,na
2/28/2016,Channel C,1298,197,0.151989209,79.47,15678,10,1568,2,,Q1,6,8,2016,bw4,na
2/28/2016,Channel B,338,24,0.069594559,72.95,1716,20,343,2,,Q1,6,8,2016,bw4,na
2/28/2016,Channel A,2877,611,0.212381717,77.48,47342,4,1894,2,,Q1,6,8,2016,bw4,na
2/29/2016,Channel A,1542,310,0.200792232,74,22912,8,1833,2,,Q1,0,9,2016,bw5,na
2/29/2016,Channel D,3224,309,0.095880231,80.94,25020,14,3503,2,,Q1,0,9,2016,bw5,na
2/29/2016,Channel B,235,15,0.063330451,69.88,1040,33,343,2,,Q1,0,9,2016,bw5,na
2/29/2016,Channel C,2338,197,0.084379657,74.99,14794,7,1036,2,,Q1,0,9,2016,bw5,na
3/1/2016,Channel A,1605,332,0.206641494,73.09,24241,7,1697,3,,Q1,1,9,2016,bw5,na
3/1/2016,Channel D,2988,322,0.107626619,79.58,25592,17,4351,3,,Q1,1,9,2016,bw5,na
3/1/2016,Channel B,239,12,0.04822373,71.06,819,28,229,3,,Q1,1,9,2016,bw5,na
3/1/2016,Channel C,845,133,0.157916009,75.69,10100,8,808,3,,Q1,1,9,2016,bw5,na
3/2/2016,Channel A,3558,790,0.221927629,75.23,59403,10,5940,3,,Q1,2,9,2016,bw5,na
3/2/2016,Channel D,6542,870,0.133022036,79.51,69192,15,10379,3,,Q1,2,9,2016,bw5,na
3/2/2016,Channel C,3004,468,0.155627747,73.89,34544,6,2073,3,,Q1,2,9,2016,bw5,na
3/2/2016,Channel B,420,37,0.087998304,78.6,2905,33,959,3,,Q1,2,9,2016,bw5,na
3/3/2016,Channel D,6923,909,0.131249439,81.83,74354,13,9666,3,,Q1,3,9,2016,bw5,na
3/3/2016,Channel C,4349,485,0.11147097,70.27,34066,8,2725,3,,Q1,3,9,2016,bw5,na
3/3/2016,Channel B,526,29,0.054751211,83.44,2403,17,409,3,,Q1,3,9,2016,bw5,na
3/3/2016,Channel A,3696,841,0.227410254,77.12,64820,3,1945,3,,Q1,3,9,2016,bw5,na
3/4/2016,Channel D,6833,831,0.121673987,81.31,67601,20,13520,3,,Q1,4,9,2016,bw5,na
3/4/2016,Channel C,4554,470,0.103297622,70.92,33362,8,2669,3,,Q1,4,9,2016,bw5,na
3/4/2016,Channel B,513,31,0.05989713,80.58,2476,17,421,3,,Q1,4,9,2016,bw5,na
3/4/2016,Channel A,3668,794,0.216455387,78.29,62159,7,4351,3,,Q1,4,9,2016,bw5,na
3/5/2016,Channel A,3318,690,0.207882764,76.33,52649,4,2106,3,,Q1,5,9,2016,bw5,na
3/5/2016,Channel B,466,29,0.061804661,74.06,2133,29,619,3,,Q1,5,9,2016,bw5,na
3/5/2016,Channel C,3840,462,0.120376481,77.66,35898,12,4308,3,,Q1,5,9,2016,bw5,na
3/5/2016,Channel D,6954,888,0.127703317,82.67,73415,20,14683,3,,Q1,5,9,2016,bw5,na
3/6/2016,Channel D,4180,481,0.115173052,82.2,39573,13,5144,3,,Q1,6,9,2016,bw5,na
3/6/2016,Channel C,1011,138,0.136739564,76.98,10642,9,958,3,,Q1,6,9,2016,bw5,na
3/6/2016,Channel B,233,13,0.057670258,75.76,1018,15,153,3,,Q1,6,9,2016,bw5,na
3/6/2016,Channel A,1917,373,0.194564302,79.57,29678,8,2374,3,,Q1,6,9,2016,bw5,na
3/7/2016,Channel D,2589,241,0.093249914,81.74,19734,12,2368,3,,Q1,0,10,2016,bw5,na
3/7/2016,Channel C,1947,156,0.080118424,76.37,11913,11,1310,3,,Q1,0,10,2016,bw5,na
3/7/2016,Channel B,167,5,0.031622227,85.97,454,31,141,3,,Q1,0,10,2016,bw5,na
3/7/2016,Channel A,1068,192,0.180224818,75.4,14513,5,726,3,,Q1,0,10,2016,bw5,na
3/8/2016,Channel A,1147,214,0.186645069,70.09,15005,6,900,3,,Q1,1,10,2016,bw5,na
3/8/2016,Channel C,738,97,0.131395787,76.9,7457,10,746,3,,Q1,1,10,2016,bw5,na
3/8/2016,Channel D,2490,262,0.105259708,79.65,20876,11,2296,3,,Q1,1,10,2016,bw5,na
3/8/2016,Channel B,180,6,0.034631469,76.52,477,25,119,3,,Q1,1,10,2016,bw5,na
3/9/2016,Channel C,4090,344,0.084141353,67.47,23219,7,1625,3,,Q1,2,10,2016,bw5,na
3/9/2016,Channel D,4620,581,0.125821172,81.31,47265,14,6617,3,,Q1,2,10,2016,bw5,na
3/9/2016,Channel B,246,19,0.076081283,73.52,1376,23,316,3,,Q1,2,10,2016,bw5,na
3/9/2016,Channel A,2128,472,0.221720412,76.44,36066,5,1803,3,,Q1,2,10,2016,bw5,na
3/10/2016,Channel D,4501,555,0.123384841,81.51,45267,20,9053,3,,Q1,3,10,2016,bw5,na
3/10/2016,Channel C,1271,173,0.135958714,70.34,12155,9,1094,3,,Q1,3,10,2016,bw5,na
3/10/2016,Channel B,234,16,0.067666687,74.46,1179,33,389,3,,Q1,3,10,2016,bw5,na
3/10/2016,Channel A,2108,444,0.210397546,75.44,33459,8,2677,3,,Q1,3,10,2016,bw5,na
3/11/2016,Channel D,2997,316,0.105543923,80.6,25495,18,4589,3,,Q1,4,10,2016,bw5,na
3/11/2016,Channel C,3876,245,0.06315514,66.69,16325,8,1306,3,,Q1,4,10,2016,bw5,na
3/11/2016,Channel B,203,13,0.063817035,79.97,1036,25,259,3,,Q1,4,10,2016,bw5,na
3/11/2016,Channel A,1718,322,0.18747081,76.15,24526,4,981,3,,Q1,4,10,2016,bw5,na
3/12/2016,Channel A,3119,687,0.220238118,79.68,54734,7,3831,3,,Q1,5,10,2016,bw5,na
3/12/2016,Channel B,483,31,0.064601467,82.91,2587,19,492,3,,Q1,5,10,2016,bw5,na
3/12/2016,Channel D,5820,759,0.13047137,81.02,61522,10,6152,3,,Q1,5,10,2016,bw5,na
3/12/2016,Channel C,3770,491,0.130130689,76.43,37496,7,2625,3,,Q1,5,10,2016,bw5,na
3/13/2016,Channel D,5753,744,0.12932663,81.97,60987,19,11588,3,,Q1,6,10,2016,bw5,na
3/13/2016,Channel C,1560,255,0.163380599,81.97,20892,5,1045,3,,Q1,6,10,2016,bw5,na
3/13/2016,Channel B,422,23,0.053454636,82.1,1852,25,463,3,,Q1,6,10,2016,bw5,na
3/13/2016,Channel A,2868,579,0.201841338,78.46,45419,8,3634,3,,Q1,6,10,2016,bw5,na
3/14/2016,Channel D,3121,297,0.095053936,80.02,23739,11,2611,3,,Q1,0,11,2016,bw6,na
3/14/2016,Channel C,2534,282,0.111382255,78.39,22125,12,2655,3,,Q1,0,11,2016,bw6,na
3/14/2016,Channel B,306,19,0.062730073,78.3,1503,25,376,3,,Q1,0,11,2016,bw6,na
3/14/2016,Channel A,1512,289,0.19111252,77.37,22357,5,1118,3,,Q1,0,11,2016,bw6,na
3/15/2016,Channel D,3109,349,0.112248688,77.54,27060,15,4059,3,,Q1,1,11,2016,bw6,na
3/15/2016,Channel C,1007,187,0.185895652,77.95,14592,12,1751,3,,Q1,1,11,2016,bw6,na
3/15/2016,Channel B,309,18,0.059042678,78.71,1436,16,230,3,,Q1,1,11,2016,bw6,na
3/15/2016,Channel A,1682,341,0.202892821,77.11,26315,4,1053,3,,Q1,1,11,2016,bw6,na
3/16/2016,Channel A,3600,865,0.240403246,76.27,66008,3,1980,3,,Q1,2,11,2016,bw6,na
3/16/2016,Channel B,366,29,0.080005903,70.35,2060,17,350,3,,Q1,2,11,2016,bw6,na
3/16/2016,Channel D,6791,940,0.13846856,80.59,75782,11,8336,3,,Q1,2,11,2016,bw6,na
3/16/2016,Channel C,5748,597,0.103885971,63.56,37954,8,3036,3,,Q1,2,11,2016,bw6,na
3/17/2016,Channel A,3217,755,0.234559703,76.88,58012,6,3481,3,,Q1,3,11,2016,bw6,na
3/17/2016,Channel D,6742,907,0.134565565,81.48,73922,11,8131,3,,Q1,3,11,2016,bw6,na
3/17/2016,Channel C,1931,296,0.153360197,67.85,20093,8,1607,3,,Q1,3,11,2016,bw6,na
3/17/2016,Channel B,348,24,0.068980995,81.69,1961,20,392,3,,Q1,3,11,2016,bw6,na
3/18/2016,Channel A,3513,805,0.229130518,75.98,61159,10,6116,3,,Q1,4,11,2016,bw6,na
3/18/2016,Channel D,6953,949,0.136545505,80.12,76066,19,14453,3,,Q1,4,11,2016,bw6,na
3/18/2016,Channel C,5601,516,0.09221058,67.45,34836,7,2439,3,,Q1,4,11,2016,bw6,na
3/18/2016,Channel B,358,28,0.077779968,88.13,2454,20,491,3,,Q1,4,11,2016,bw6,na
3/19/2016,Channel D,6774,907,0.133859001,82.09,74436,18,13398,3,,Q1,5,11,2016,bw6,na
3/19/2016,Channel C,5284,468,0.088658108,73.96,34648,5,1732,3,,Q1,5,11,2016,bw6,na
3/19/2016,Channel B,323,26,0.081721375,78.08,2061,35,721,3,,Q1,5,11,2016,bw6,na
3/19/2016,Channel A,3054,675,0.220969267,76.63,51713,3,1551,3,,Q1,5,11,2016,bw6,na
3/20/2016,Channel D,6004,723,0.120472108,81.58,59008,11,6491,3,,Q1,6,11,2016,bw6,na
3/20/2016,Channel C,3455,382,0.110591271,77.12,29467,12,3536,3,,Q1,6,11,2016,bw6,na
3/20/2016,Channel B,326,29,0.088356278,81.03,2334,23,537,3,,Q1,6,11,2016,bw6,na
3/20/2016,Channel A,2642,571,0.216198776,79.02,45136,3,1354,3,,Q1,6,11,2016,bw6,na
3/21/2016,Channel A,1675,312,0.186278305,76.73,23941,3,718,3,,Q1,0,12,2016,bw6,na
